"screen_name"	"text"	"favorite_count"	"retweet_followers_count"	"retweet_count"	"created_at"	"termo"	"url"
"datanis"	"@jdoriajr Tá na sua conta, você ajudou, fez discursos contra o \"comunismo\", contra o teu rival \"comunista\" Márcio França. Esse espantalho criado tem o teu dedo e, agora, ameaça a engolir inclusive você (ou acha que vão poupar rivais/intencionados à presidência?). Você foi irresponsável!"	0	NA	0	2020-02-26 16:12:22	"Márcio França"	"https://twitter.com/datanis/status/1232699937235898372"
"datanis"	"Tá na sua conta, você ajudou, fez discursos contra o \"comunismo\", contra o teu rival \"comunista\" Márcio França. Esse espantalho criado tem o teu dedo e, agora, ameaça a engolir inclusive você (ou acha que vão poupar rivais/intencionados à presidência?). Você foi irresponsável! https://t.co/2fRROgWadt"	2	NA	2	2020-02-26 16:12:33	"Márcio França"	"https://twitter.com/datanis/status/1232699982752501767"
"Julioshakete"	"@jdoriajr Oportunista. Só votei em você por causa do partido do Márcio França. Ponha algo em sua cabecinha governador: você JAMAIS será Presidente da República; aliás, só se tornou governador na onda do Mito Bolsonaro. Nojo de você. 🤢🤮 https://t.co/l4CYS5hhh6"	0	NA	0	2020-02-26 16:08:38	"Márcio França"	"https://twitter.com/Julioshakete/status/1232698999418839041"
"WCagnani"	"@jdoriajr Falou o Governador que mandou cancelar chamada de quem tinha passado em concurso e quem cancelou concurso pra professores que havia sido autorizado pelo Márcio França"	0	NA	0	2020-02-26 15:23:10	"Márcio França"	"https://twitter.com/WCagnani/status/1232687555155460096"
"Zinho24348775"	"@jdoriajr O pior foi que eu acreditei em você, me arrependi de não ter votado no Márcio França! 
Ele estava certo em tudo que falou sobre vc! Dos candidatos vc é o pior!"	0	NA	0	2020-02-26 15:21:43	"Márcio França"	"https://twitter.com/Zinho24348775/status/1232687193665212416"
"BrunoAlves1909"	"@dimacgarcia Eu tenho esta culpa... mas era ele ou Márcio França. Talvez o povo paulista e paulistano esteja fadado a se foder"	0	NA	0	2020-02-26 15:18:40	"Márcio França"	"https://twitter.com/BrunoAlves1909/status/1232686424211763201"
"Voufalarsoumav1"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 15:06:04	"Márcio França"	"https://twitter.com/Voufalarsoumav1/status/1232683252500062208"
"heiiitor036"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 15:02:09	"Márcio França"	"https://twitter.com/heiiitor036/status/1232682270143795200"
"Klebercomunica1"	"@heldermaldonado @jdoriajr Negativo, o senhor Dória que se encostou no Bolsonaro para conseguir se eleger com uma pequena diferença de votos.
Caso contrário quem seria governador era o Márcio França."	0	NA	0	2020-02-26 14:58:30	"Márcio França"	"https://twitter.com/Klebercomunica1/status/1232681348298674176"
"gorethilima"	"@agustinofcial @jairbolsonaro Eu votei nele por falta de opção. Era ele ou Márcio França. Nunca mais terá meu voto e se não tiver opção, anulo #EuApoioBolsonaro"	6	NA	0	2020-02-26 14:56:28	"Márcio França"	"https://twitter.com/gorethilima/status/1232680835935064065"
"rogervonzuben"	"@jdoriajr O senhor tem idéia das besteiras que está fazendo?! Votei no senhor contra o Márcio França, mas por tudo que está fazendo e com a corja que está se aliando ( só pensando em se candidatar a presidência), meu voto o jamais terá novamente!!! Meu e de minha família!!!!"	0	NA	0	2020-02-26 14:51:38	"Márcio França"	"https://twitter.com/rogervonzuben/status/1232679621608583173"
"Jeonerc"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 14:36:30	"Márcio França"	"https://twitter.com/Jeonerc/status/1232675813025308672"
"ChdeOliveira92"	"@CarlaZambelli38 @jdoriajr Era melhor o Bolso ter apoiado o Márcio França! pelo menos nós já sabia o lado que ele tava."	0	NA	0	2020-02-26 14:33:47	"Márcio França"	"https://twitter.com/ChdeOliveira92/status/1232675127898320896"
"BrasilRealNews"	"@d_delabio @jdoriajr Márcio França era pior pode ter certeza."	3	NA	0	2020-02-26 14:27:08	"Márcio França"	"https://twitter.com/BrasilRealNews/status/1232673454274613248"
"LinaOpressora"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-26 14:26:45	"Márcio França"	"https://twitter.com/LinaOpressora/status/1232673360242409472"
"anderson0245"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 14:09:33	"Márcio França"	"https://twitter.com/anderson0245/status/1232669029996863489"
"CeticoDeSouza"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 14:08:47	"Márcio França"	"https://twitter.com/CeticoDeSouza/status/1232668838711496705"
"roberto_areias"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 14:08:10	"Márcio França"	"https://twitter.com/roberto_areias/status/1232668681085366272"
"vanessa_cuca"	"@FolhaPainel @folha Qq o Márcio França tá fazendo ai?"	0	NA	0	2020-02-26 14:06:29	"Márcio França"	"https://twitter.com/vanessa_cuca/status/1232668260451127302"
"duda_furtado"	"@o_antagonista @jdoriajr @jairbolsonaro Falou aí o cara que quase perdeu uma eleição pro Márcio França"	0	NA	0	2020-02-26 14:03:30	"Márcio França"	"https://twitter.com/duda_furtado/status/1232667509423300608"
"clebersonESC"	"@AFS_Andrada O Haddad não é tão burro a ponto de concorrer. Se ele quiser continuar na política ele não disputa. Mas eu não ligo se ele disputar. Se por algum acaso trágico o Márcio França não disputar, eu votaria nele sem muito problema"	0	NA	0	2020-02-26 13:58:58	"Márcio França"	"https://twitter.com/clebersonESC/status/1232666366764888064"
"msauchella"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 13:46:10	"Márcio França"	"https://twitter.com/msauchella/status/1232663147221266433"
"cuie17"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 13:44:41	"Márcio França"	"https://twitter.com/cuie17/status/1232662773273853952"
"AEsquerdista"	"@jdoriajr Cala sua boca, seu oportunista. Se ñ fosse a carona q vc pegou na sombra do Bolsonaro, vc teria perdido feio p/ o Marcio França."	0	NA	0	2020-02-26 13:40:42	"Márcio França"	"https://twitter.com/AEsquerdista/status/1232661768876503040"
"costa_adimilson"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 13:38:56	"Márcio França"	"https://twitter.com/costa_adimilson/status/1232661326591336448"
"weniofarley"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 13:18:11	"Márcio França"	"https://twitter.com/weniofarley/status/1232656105668476933"
"grajasbar"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 13:16:01	"Márcio França"	"https://twitter.com/grajasbar/status/1232655560157339648"
"Amaurigioia3"	"@dimacgarcia Acredite !!!!!!
Mesmo sendo este bosta, ainda foi melhor que o Marcio França!!!!
Este tbm um lixo !!!!!!!"	0	NA	0	2020-02-26 13:14:52	"Márcio França"	"https://twitter.com/Amaurigioia3/status/1232655269433356289"
"Pauloribeirosub"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 13:13:13	"Márcio França"	"https://twitter.com/Pauloribeirosub/status/1232654853224239105"
"jsguina"	"@jdoriajr Seu VAGABUNDO! Antes tivesse votado no Márcio França que pelo menos não nega sua identidade socialista. Você é um estelionatário político! Devolva meu voto!"	0	NA	0	2020-02-26 13:08:51	"Márcio França"	"https://twitter.com/jsguina/status/1232653753553166337"
"Snook72569410"	"@GFiuza_Oficial O ego do Doria, o deixou cego. Foi eleito porque disputou contra comunista Márcio França. Até o Tiririca iria ganhar do Márcio. #EuApoioBolsonaro"	0	NA	0	2020-02-26 12:56:05	"Márcio França"	"https://twitter.com/Snook72569410/status/1232650541098045447"
"Alex_LeLe"	"@jdoriajr Sem \"Bolsodoria\" o Estado de SP estsria com Márcio França no governo...seu FDP...
VC É UM CRÁPULA...VERME...."	0	NA	0	2020-02-26 12:54:08	"Márcio França"	"https://twitter.com/Alex_LeLe/status/1232650052063158273"
"rjs1979"	"@jdoriajr Você só ganhou pra governador porque entrou na campanha do bolsodoria e o partido do Márcio França apoiou o PT."	0	NA	0	2020-02-26 12:51:48	"Márcio França"	"https://twitter.com/rjs1979/status/1232649465691090945"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:43:46	"Márcio França"	"https://twitter.com/fora_doria/status/1232647444846071809"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:43:10	"Márcio França"	"https://twitter.com/fora_doria/status/1232647291590316033"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:43:28	"Márcio França"	"https://twitter.com/fora_doria/status/1232647369080147968"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:43:21	"Márcio França"	"https://twitter.com/fora_doria/status/1232647337236975618"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:43:39	"Márcio França"	"https://twitter.com/fora_doria/status/1232647413229391872"
"fora_doria"	"@jdoriajr SEM POLICIAIS PENAIS \"

O FANTASMA do deficit funcionalAs últimas nomeações de ASP's e AEVP's ocorreram no antigo governo do Marcio França, desde que trocou o governo, a gestão Doria, não realizou novas nomeações. \" NÃO HÁ FUNCIONÁRIOS NEM PARA SUPRIR OS POSTOS ESSÊNCIAS.\""	0	NA	0	2020-02-26 12:42:58	"Márcio França"	"https://twitter.com/fora_doria/status/1232647239442534400"
"natinhoramalho"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 12:09:36	"Márcio França"	"https://twitter.com/natinhoramalho/status/1232638843519668224"
"Pvancine"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 12:07:25	"Márcio França"	"https://twitter.com/Pvancine/status/1232638296645423105"
"Bueno28046842"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 12:00:26	"Márcio França"	"https://twitter.com/Bueno28046842/status/1232636537642332160"
"Walles04094746"	"@jdoriajr Joguei meu voto no Lixo quando votei em VC, achei que seria menos PIOR que o Márcio França, mas está se mostrando farinha do mesmo saco"	0	NA	0	2020-02-26 11:54:44	"Márcio França"	"https://twitter.com/Walles04094746/status/1232635104935022592"
"vitorvioleiro"	"@jdoriajr Você é um almofadinha esquerdista disfarçado de isentão.
Como disse o Márcio França no debate da Band: VOCÊ NÃO TEM AUTENTICIDADE!
#SomosTodosBolsonaro
#BolsonaroSalvouOBrasil
#Dia15BrasilNasRuas
#Dia15EuVou"	0	NA	0	2020-02-26 11:44:21	"Márcio França"	"https://twitter.com/vitorvioleiro/status/1232632488901693440"
"PriSeparovic"	"@N_Carvalheira Um lixo como prefeito, um lixo como governador. Só se elegeu por ficar ao lado do Bolsonaro, não fosse isto teria perdido para o Márcio França COM CERTEZA.
Resumindo, um playboy lixo.
#EuApoioBolsonaro
#Dia15BrasilNasRuas"	0	NA	0	2020-02-26 11:28:27	"Márcio França"	"https://twitter.com/PriSeparovic/status/1232628486919118849"
"JorgeZen549"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 11:12:44	"Márcio França"	"https://twitter.com/JorgeZen549/status/1232624532776722433"
"vera_portas"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 10:56:04	"Márcio França"	"https://twitter.com/vera_portas/status/1232620340876136448"
"Uaiseilah"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 10:44:33	"Márcio França"	"https://twitter.com/Uaiseilah/status/1232617441353662465"
"DennisOnTheNet"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 10:35:59	"Márcio França"	"https://twitter.com/DennisOnTheNet/status/1232615283300368384"
"ricardoAA20"	"@jdoriajr Como disse o Márcio França, coitado do Bolsonaro, se for nadar mata o Doria afogado ( grudado no seu saco)"	0	NA	0	2020-02-26 10:32:14	"Márcio França"	"https://twitter.com/ricardoAA20/status/1232614343323398144"
"eufelipe78"	"@jdoriajr Tá com medinho seu imundo... Vc é um sujeito sem palavra... traíra... aproveitador.
Sabia que iria perder para o Márcio França e foi se aliar ao nosso presidente pq essa era sua única chance.
Mas aproveite que Vc não irá ganhar mais nenhuma eleição..."	0	NA	0	2020-02-26 10:18:02	"Márcio França"	"https://twitter.com/eufelipe78/status/1232610769268809729"
"Galvao12Roberto"	"@jdoriajr Quanta autenticidade o Doria tem, Márcio França falou e agora se confirmou, mas ambos não valem nada."	1	NA	0	2020-02-26 09:57:43	"Márcio França"	"https://twitter.com/Galvao12Roberto/status/1232605655934160896"
"Galvao12Roberto"	"@fabianosilva75 @bozzellajr Olha aonde ele ficou, por isso se vinga de São Vicente assim como Márcio França fez quando o filho perdeu em 2012. Ae esta o resultado do surfista. https://t.co/FwtDvhBmav"	1	NA	0	2020-02-24 02:38:00	"Márcio França"	"https://twitter.com/Galvao12Roberto/status/1231770222312509440"
"FabioFabricio7"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	0	2149	13	2020-02-26 09:24:33	"Márcio França"	"https://twitter.com/FabioFabricio7/status/1232597306760990720"
"marceltannus1"	"Esse é o grande Bolsodória, ou será Bolsofrota? Ou Bolsolula? Será BolsoJoice? Ou será apenas mais um babaca oportunista ? O povo de SP deve profundas desculpas ao Márcio França. Isso é fato. https://t.co/YXiRe3vXv7"	0	NA	0	2020-02-26 09:12:36	"Márcio França"	"https://twitter.com/marceltannus1/status/1232594300036435968"
"Fa_MLeite"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 08:51:26	"Márcio França"	"https://twitter.com/Fa_MLeite/status/1232588972708311040"
"JulianoCarloSCR"	"@jdoriajr Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭

https://t.co/7OBN7Qoocs"	60	NA	13	2020-02-26 08:07:16	"Márcio França"	"https://twitter.com/JulianoCarloSCR/status/1232577857811025920"
"hlelis"	"@GFiuza_Oficial @jdoriajr Só é Governador porque o outro era o Márcio França, cada merda nos dão pra escolher!"	0	NA	0	2020-02-26 07:18:50	"Márcio França"	"https://twitter.com/hlelis/status/1232565671545974784"
"luke_contrera"	"Aos bolsoseguidores que estão putinhos com o Doria (@jdoriajr), só gostaria de dizer uma coisa: eu avisei q ele era um oportunista e n prestava! Há! 

Vem tranquilo Márcio França (@marciofrancasp)! hihihi"	0	NA	0	2020-02-26 06:40:43	"Márcio França"	"https://twitter.com/luke_contrera/status/1232556076668727297"
"DoloresGuedes1"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	0	4159	5	2020-02-25 04:37:11	"Márcio França"	"https://twitter.com/DoloresGuedes1/status/1232162603016826885"
"DoloresGuedes1"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 05:31:56	"Márcio França"	"https://twitter.com/DoloresGuedes1/status/1232538768680374273"
"frseven"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 05:29:28	"Márcio França"	"https://twitter.com/frseven/status/1232538145801015298"
"celio63335840"	"@jdoriajr Deveria ter votado no Márcio França você é um péssimo político"	0	NA	0	2020-02-26 04:31:13	"Márcio França"	"https://twitter.com/celio63335840/status/1232523487845240832"
"ivanalvarenga_2"	"@jdoriajr Ta com inveja né almofadinha ??? 
Nunca terá um apoio desse e Marcio França que tava certo...vc é Zero a Esquerda ....sem sal nem açucar e nunca será presidente desse país !!!"	0	NA	0	2020-02-26 03:49:32	"Márcio França"	"https://twitter.com/ivanalvarenga_2/status/1232512997173682178"
"3Souza2022"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 03:48:45	"Márcio França"	"https://twitter.com/3Souza2022/status/1232512803174584320"
"ritacalupa"	"Inoportuno é esse sujeito como governador de SP graças ao BOLSODORIA que ele usou na campanha e só se elegeu graças a surfar na onda BOLSONARO, caso contrário o Márcio França levava. https://t.co/KoDAsN0PVH"	0	4159	5	2020-02-26 03:46:34	"Márcio França"	"https://twitter.com/ritacalupa/status/1232512252084969472"
"ASilva1991"	"@jdoriajr Cria vergonha na sua cara governador!!! Sua sorte e nosso azar que eu sou contra anular meu voto e a opção a você era o socialista Márcio França. #euapoiobolsonaro"	1	NA	0	2020-02-26 03:21:05	"Márcio França"	"https://twitter.com/ASilva1991/status/1232505839979761664"
"tiagoaraoli"	"@jdoriajr Falou o Bolsodoria, Márcio França tinha total razão."	1	NA	0	2020-02-26 03:19:42	"Márcio França"	"https://twitter.com/tiagoaraoli/status/1232505488694116353"
"MachSantos"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 03:01:10	"Márcio França"	"https://twitter.com/MachSantos/status/1232500825425154049"
"76Titoluiz"	"@jdoriajr Eu não iria a manifestação mas depois que você resolveu dar o ar da graça com esse oportunismo barato resolvi que estarei lá. 
Contém comigo
P.S. ainda estou esperando as privatizações prometidas das praças e parques e São Paulo,  o governador não é mais o Márcio França"	0	NA	0	2020-02-26 02:58:19	"Márcio França"	"https://twitter.com/76Titoluiz/status/1232500109088260098"
"gilberto_giacon"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 02:43:31	"Márcio França"	"https://twitter.com/gilberto_giacon/status/1232496384202301440"
"Guhamam"	"@jdoriajr Imbecil , nunca mais tem meu voto... devia ter votado no Márcio França.... pelo menos não era falso e dissimulado como vc....."	0	NA	0	2020-02-26 02:26:48	"Márcio França"	"https://twitter.com/Guhamam/status/1232492176216477696"
"AMdeAlcantara"	"O @jdoriajr é um judas iscariotes. O ingrato só não perdeu a eleição para o Márcio França porque se agarrou no saco de @jairbolsonaro. https://t.co/N1xBq55jHj"	0	NA	0	2020-02-26 02:17:47	"Márcio França"	"https://twitter.com/AMdeAlcantara/status/1232489907983015937"
"Sandra67898629"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 02:09:49	"Márcio França"	"https://twitter.com/Sandra67898629/status/1232487904053579776"
"AyresFabyo"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 01:57:48	"Márcio França"	"https://twitter.com/AyresFabyo/status/1232484879129989120"
"DodoraMatos"	"EM 2018 O BABACA NÃO DESGRUDAVA DO SACO DO @jairbolsonaro  
CRIOU ATÉ O BOLSODORIA
VIVIA SE MANIFESTANDO  PRÓ BOLSONARO
MESMO ASSIM VENCEU O MARCIO FRANÇA E LEVOU O GOVERNO DE SP POR UM TRIZ
É UM VIGARISTA E OPORTUNISTA PROFISSIONAL https://t.co/uAfc11ihYL"	0	8507	66	2020-02-26 01:54:30	"Márcio França"	"https://twitter.com/DodoraMatos/status/1232484051380002816"
