"screen_name"	"text"	"favorite_count"	"retweet_followers_count"	"retweet_count"	"created_at"	"termo"	"url"
"sfvanderley"	"Quando era Governador, aconteceu a greve dos Caminhoneiros. Fui ao Porto de Santos, negociei com eles, chegamos a um acordo e voltaram ao trabalho.
Agora, o governo mandou a Polícia. Prenderam uma pessoa, jogaram bombas e os protestos continuam... #Diálogo #GreveDosCaminhoneiros https://t.co/PaRCFBiFly"	0	25093	20	2020-02-22 02:39:46	"@marciofrancasp"	"https://twitter.com/sfvanderley/status/1231045888941993984"
"sfvanderley"	"Todos nós temos que buscar mais justiça social. É preciso ter equilíbrio, respeito e muita sensibilidade social para encontrarmos maneiras de diminuir desigualdades, e criar acesso e oportunidade para todas e todos! 

#DiaDaJustiçaSocial #JustiçaSocial #SensibilidadeSocial https://t.co/U0J5RwmbjE"	0	25093	5	2020-02-22 02:39:25	"@marciofrancasp"	"https://twitter.com/sfvanderley/status/1231045801947881473"
"sfvanderley"	"Muita Vergonha Alheia !!!

Se pretendia alterar a Previdência de SP, NÃO deveria ter afirmado que NÃO iria “mexer “ na Previdência. O Servidor Público que acreditou e votou, pode ir ao PROCON reclamar que foi enganado !!!!!! https://t.co/SKzRXgudVm"	0	25093	102	2020-02-22 02:39:15	"@marciofrancasp"	"https://twitter.com/sfvanderley/status/1231045761368035328"
"GaduReiDosGado"	"Muita Vergonha Alheia !!!

Se pretendia alterar a Previdência de SP, NÃO deveria ter afirmado que NÃO iria “mexer “ na Previdência. O Servidor Público que acreditou e votou, pode ir ao PROCON reclamar que foi enganado !!!!!! https://t.co/SKzRXgudVm"	0	25093	102	2020-02-22 01:28:20	"@marciofrancasp"	"https://twitter.com/GaduReiDosGado/status/1231027912964485120"
"Stfran3"	"@marciofrancasp @seontasa Putz, desrespeitei as putas, retiro!"	1	NA	0	2020-02-22 00:22:50	"@marciofrancasp"	"https://twitter.com/Stfran3/status/1231011431174279173"
"Stfran3"	"@marciofrancasp @seontasa Filho da puta"	1	NA	0	2020-02-22 00:22:13	"@marciofrancasp"	"https://twitter.com/Stfran3/status/1231011274944864256"
"ArleteBoas"	"URGENTE!!!
Insensibilidade tem limite !!!
Governador , não RETIRE  a verba da Escola de 150  CRIANÇAS AUTISTAS !!!!
Compartilhem !!!!!!
Para o Doria rever sua decisão !!
https://t.co/HY3AMFmWHU https://t.co/Rz4xOV3kVK"	0	25093	37	2020-02-22 00:15:19	"@marciofrancasp"	"https://twitter.com/ArleteBoas/status/1231009537815187456"
"22Renato"	"URGENTE!!!
Insensibilidade tem limite !!!
Governador , não RETIRE  a verba da Escola de 150  CRIANÇAS AUTISTAS !!!!
Compartilhem !!!!!!
Para o Doria rever sua decisão !!
https://t.co/HY3AMFmWHU https://t.co/Rz4xOV3kVK"	0	25093	37	2020-02-21 22:47:32	"@marciofrancasp"	"https://twitter.com/22Renato/status/1230987446684352515"
"atfslebron"	"@marciofrancasp Márcio, tu não tem noção a tristeza q tive desse energúmeno ter ganhando a eleição no seu lugar. Que figura abjeta, sem nenhum apego o ser humano, não fosse a gana dele pelo 'poder',só, eu perguntaria a ele o que motiva, sinceramente, não vejo o que poderia me convencer."	2	NA	0	2020-02-21 22:42:16	"@marciofrancasp"	"https://twitter.com/atfslebron/status/1230986120978214913"
"guru_sc"	"URGENTE!!!
Insensibilidade tem limite !!!
Governador , não RETIRE  a verba da Escola de 150  CRIANÇAS AUTISTAS !!!!
Compartilhem !!!!!!
Para o Doria rever sua decisão !!
https://t.co/HY3AMFmWHU https://t.co/Rz4xOV3kVK"	0	25093	37	2020-02-21 22:38:16	"@marciofrancasp"	"https://twitter.com/guru_sc/status/1230985116345913355"
"eneaspatriota"	"@JHenriqueSilva3 @QuenesseDyogo @jdoriajr deveria ter votado no Márcio frança....pelo menos já saberíamos com quem iríamos lidar...... você não passa de um traidor 👍....
#MaiaGolpista 
#MaiaVaiSerPreso 
#MaiaTraidorDaPatria"	0	NA	0	2020-02-28 23:02:44	"Márcio França"	"https://twitter.com/eneaspatriota/status/1233527985157951488"
"esquivardem"	"@veramagalhaes @jairbolsonaro @jdoriajr  jornalista tucana não está no site da transparência do governo.  Caravelas Comunicação + Seu marido Otávio Cabral + contratação da senhora pela TV cultura. @monicabergarno chatiadinha pela escolha do Dória pois votou no Marcio França! Que prostíbulo!"	0	NA	0	2020-02-28 22:17:46	"Márcio França"	"https://twitter.com/esquivardem/status/1233516671966601219"
"o_1932"	"@jdoriajr Então faz o mesmo regime autoritário quando não contratou jornalista que não era alinhada com seu desgoverno por votar em Márcio frança !"	0	NA	0	2020-02-28 22:07:46	"Márcio França"	"https://twitter.com/o_1932/status/1233514155778465795"
"Eduardo87358054"	"@RoseDBarros Se não fosse Bolsonaro, tinha perdido para o Marcio França."	0	NA	0	2020-02-28 20:39:04	"Márcio França"	"https://twitter.com/Eduardo87358054/status/1233491830702059520"
"Robertoarte2"	"@jdoriajr Reclamar do que? O antecessor era o Alckmim, pq o Marcio França mal ficou. Então..."	3	NA	0	2020-02-28 18:50:32	"Márcio França"	"https://twitter.com/Robertoarte2/status/1233464519625711617"
"marcio_sjc"	"França do ALMOFADINHA @EmmanuelMacron Em CHAMAS !! https://t.co/9Ql7yDNkBS"	0	NA	0	2020-02-28 18:04:38	"Márcio França"	"https://twitter.com/marcio_sjc/status/1233452966901960704"
"Marco01696871"	"@LaurinhaBonoro 😂😂😂😂, e eu votei nisso PQP !! Porque não escutei o Márcio França nos debates , pelo menos teríamos uma SP melhor e uma oposição responsável ao Pr Bolsonaro."	0	NA	0	2020-02-28 14:37:26	"Márcio França"	"https://twitter.com/Marco01696871/status/1233400825063575558"
"MartaFa02532037"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-28 13:36:36	"Márcio França"	"https://twitter.com/MartaFa02532037/status/1233385515115827203"
"fabiobraga08"	"@jdoriajr Dória você só foi eleito poque seu adversário era o Marcio França e ainda sim precisou do apoio do Bolsanaro, mas se preocupa não logo você voltara a cuidar das suas atrações que realizava em Campos do Jordão nas temporada de inverno."	0	NA	0	2020-02-28 13:34:30	"Márcio França"	"https://twitter.com/fabiobraga08/status/1233384984234340359"
"fabiobraga08"	"@leandroruschel Doria tem que entender que ele só foi eleito pq o adversário dele era o Marcio França e ainda sim precisou do apoio do Bolsonaro."	4	NA	0	2020-02-26 02:59:17	"Márcio França"	"https://twitter.com/fabiobraga08/status/1232500353305907200"
"alemachadosilva"	"Você é um oportunista . Na campanha quando perdia para o Marcio França, vestiu camisa Bolsodoria e agora quer ficar posando de contrário. Seja homem, cumpra o prometido em campanha , não faça mais uma vez papel de moleque. https://t.co/yidj9UebIz"	0	NA	0	2020-02-28 11:59:53	"Márcio França"	"https://twitter.com/alemachadosilva/status/1233361176177905664"
"jacobsalomao"	"@jdoriajr Sua opinião não tem valor algum. Como disse o MÁRCIO França na sua cara de pau, VOCÊ NÃO É AUTÊNTICO, você é uma mentira, você é um engodo, uma enganação, um traíra, e oportunista. https://t.co/AGCrIKtip6"	1	NA	0	2020-02-28 11:57:39	"Márcio França"	"https://twitter.com/jacobsalomao/status/1233360610982756352"
"Denise_Olivieri"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-28 11:51:57	"Márcio França"	"https://twitter.com/Denise_Olivieri/status/1233359178233720833"
"RezendeGuimare4"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-28 10:18:19	"Márcio França"	"https://twitter.com/RezendeGuimare4/status/1233335615762108417"
"LuizMarioLMPG"	"@jdoriajr Traíra! Me arrependo de não ter votado no Marcio França. Pelo menos ele é um comunista assumido, saberíamos o que esperar dele."	0	NA	0	2020-02-28 04:43:46	"Márcio França"	"https://twitter.com/LuizMarioLMPG/status/1233251423074312192"
"emilybeatrz"	"o @Rui_Franca voltando do seu Márcio https://t.co/igmpMtP54h"	1	NA	0	2020-02-28 04:26:42	"Márcio França"	"https://twitter.com/emilybeatrz/status/1233247129604427776"
"caiosenra"	"vi agora uma materia q a Folha fez dps do novo diagnóstico do Covas e q coisa NOJENTA, CANALHA, BAIXA, e pior de tudo, obviamente mentirosa...jogando ate o Marcio França numa chapa do psdb. Uma coisa completamente surreal com o Doria  no comando do partido."	1	NA	0	2020-02-28 04:07:40	"Márcio França"	"https://twitter.com/caiosenra/status/1233242338258014208"
"lopeslilianejc"	"@jdoriajr Caraca eu deixei de votar no Márcio França porque postaram um vídeo dizendo que era você em uma suruba,achei aquilo tão nojento que mudei meu voto, mas agora vejo que política porca anda fazendo"	0	NA	0	2020-02-28 04:03:32	"Márcio França"	"https://twitter.com/lopeslilianejc/status/1233241298825547777"
"SabrinaPassos92"	"Geennteeee.. Vergonha Alheia! Essa Gazela venceu por tão pouco em cima do Marcio França em SP.. Revoltante! Sempre o achei cínico e bicha.. como o Aécio.. eu estava certa o tempo todo.. é bicha ou não é? 🤔🤨 https://t.co/rN6fWmzr7y"	1	NA	0	2020-02-28 03:26:51	"Márcio França"	"https://twitter.com/SabrinaPassos92/status/1233232067930066944"
"JohnBrasileiro3"	"@SandraIIconta @carlosjordy @FlavioBolsonaro @jairbolsonaro Com certeza o governador do Rio, o Dória foi apenas um aproveitador, porque no primeiro turno ele não apoiou o Bolsonaro ele sempre criticou, já era esperado, o do Rio desde o primeiro turno, o Dória só ganhou porque o Marcio França também era ruim, SP precisa ter melhores opções"	4	NA	0	2020-02-28 03:05:38	"Márcio França"	"https://twitter.com/JohnBrasileiro3/status/1233226727410806786"
"JulianaMiaci"	"@FbioKaiser @g_g_garci Eu não votei no Dória,  votei no Márcio França, mas sabendo de quem se tratava... agora esse Witzel ex fuzileiro naval, juiz e ainda do partido do presidente... esse enganou direitinho...  se eu fosse do Rio teria votado nele com certeza 😳"	1	NA	0	2020-02-28 03:04:16	"Márcio França"	"https://twitter.com/JulianaMiaci/status/1233226381816926208"
"politicasemfato"	"Márcio França: \"O Supremo Tribunal Federal é o último lugar onde se deveria fazer campanha política\"."	0	NA	0	2020-02-28 02:56:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1233224361148133377"
"politicasemfato"	"Gesto de Marcos Pontes a Márcio França PR deixa em alerta"	0	NA	0	2020-02-23 18:26:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1231646463249256450"
"politicasemfato"	"“Não vou comentar Rogério Rosso, vamos falar de coisa séria”, diz Márcio França"	0	NA	0	2020-02-26 12:56:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1232650580818087936"
"politicasemfato"	"Márcio França: \"Senado vem do latim, casa dos senis. Você acha que eu tenho cara de senil?\"."	0	NA	0	2020-02-25 19:56:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1232393889660723201"
"politicasemfato"	"'O que aconteceu ontem foi uma vergonha, uma covardia', afirmou Márcio França sobre o episódio. 'Isso ainda vai lhe custar muito caro'."	0	NA	0	2020-02-27 12:56:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1233012967760957441"
"politicasemfato"	"“Não vou comentar Rui Costa Pimenta, vamos falar de coisa séria”, diz Márcio França"	1	NA	0	2020-02-26 05:26:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1232537335327318022"
"politicasemfato"	"Márcio França faz gestos enfáticos, impressiona PSDC e faz avançar discussão sobre apoio"	0	NA	0	2020-02-20 23:26:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1230634797451685889"
"politicasemfato"	"“Não vou comentar Márcio França, vamos falar de coisa séria”, diz Gilmar Mendes"	0	NA	0	2020-02-20 06:56:14	"Márcio França"	"https://twitter.com/politicasemfato/status/1230385656020525057"
"betikoski"	"@JHenriqueSilva3 @MazzoLucimar E eu votei nesse pulha aqui por São Paulo. Antes tivesse ganhado o Márcio França, quem sabe teria mais caráter e dignidade no cargo."	2	NA	0	2020-02-28 02:33:56	"Márcio França"	"https://twitter.com/betikoski/status/1233218749198675974"
"marcos_william"	"@Guine_SPFC Vou de Márcio França."	1	NA	0	2020-02-28 00:48:16	"Márcio França"	"https://twitter.com/marcos_william/status/1233192155637788672"
"Marcio_13D"	"O tour de 12 dias pela Europa do ex-presidente e seus assessores inclui visitas a Paris (França), Genebra (Suíça) e Berlim (Alemanha). Tudo pago por você! Não é uma maravilha? 😡 #EquipeAlvaroDias  https://t.co/v7DDZRruSp"	0	405261	541	2020-02-27 23:52:25	"Márcio França"	"https://twitter.com/Marcio_13D/status/1233178101766656000"
"marcello_ligas"	"@O_Perguntelho @conexaopolitica @jdoriajr @tvcultura Sim, eu também sou aqui de São Paulo e acompanhei bem de perto as eleições, que por sinal ele quase perdeu para o Márcio França, o que salvou ele foi justamente o BolsoDoria."	2	NA	0	2020-02-27 22:57:51	"Márcio França"	"https://twitter.com/marcello_ligas/status/1233164367916601345"
"Fernand27049735"	"@GFiuza_Oficial arrependido de votar em Dória
nunca pensei q Marcio França tinha razão"	0	NA	0	2020-02-27 22:17:54	"Márcio França"	"https://twitter.com/Fernand27049735/status/1233154314610364417"
"admhp"	"@jdoriajr Lamentável é a sua postura de CANALHA que faz os paulistas se sentirem IDIOTAS por ter votado em você. Talvez se tivesse votado no Márcio França não teria tanto remorso. 
Classificou-se no pior gestor e político do Brasil.
Em 2022 te daremos um pé na sua bunda. 🤬👊 https://t.co/VkIByuNKim"	0	NA	0	2020-02-27 21:48:53	"Márcio França"	"https://twitter.com/admhp/status/1233147011722952704"
"paulinhoguaru"	"@jdoriajr Cara de pau miserável,o Márcio França ainda tentou abrir nossos olhos contra esse crápula da pior espécie."	0	NA	0	2020-02-27 21:12:32	"Márcio França"	"https://twitter.com/paulinhoguaru/status/1233137865997135894"
"NadiaADdeQuadr2"	"@mjmacul_lima @jdoriajr Só ganhou porque se encostou no JB. Sem isso perderia pro Márcio França."	0	982	3	2020-02-27 19:12:12	"Márcio França"	"https://twitter.com/NadiaADdeQuadr2/status/1233107582618886146"
"NevesJuvenil"	"@mjmacul_lima @jdoriajr Só ganhou porque se encostou no JB. Sem isso perderia pro Márcio França."	0	982	3	2020-02-27 17:57:34	"Márcio França"	"https://twitter.com/NevesJuvenil/status/1233088799254700033"
"Garcia302Fatima"	"@mjmacul_lima @jdoriajr Só ganhou porque se encostou no JB. Sem isso perderia pro Márcio França."	0	982	3	2020-02-27 17:51:00	"Márcio França"	"https://twitter.com/Garcia302Fatima/status/1233087148221517824"
"marq_marcio"	"Nos  roubou  e contínua  nos roubando!!
 \"Nos primeiros 100 dias de liberdade, Lula gastou, com dinheiro público, mais de R$ 300 mil em viagens e outras despesas como salários, combustível e carros oficiais.\"
https://t.co/t2HK6bqE91"	0	28934	272	2020-02-25 21:07:49	"Márcio França"	"https://twitter.com/marq_marcio/status/1232411902011154432"
"marq_marcio"	"O governo de Emmanuel Macron está sendo criticado após mais de 600 golfinhos aparecem mortos em praias da #França nas seis semanas iniciais de 2020. 

https://t.co/wD8MKd5Gld"	0	255160	186	2020-02-27 17:02:45	"Márcio França"	"https://twitter.com/marq_marcio/status/1233075006814466050"
"Marciol24623428"	"@AbrahamWeint A culpa do Doria esta no governo de São Paulo é do skaf se ele não tivesse ficado em cima do muro teria ganhado . O Doria  perdereria , so ganhou pq não tinhamos opção . Doria ou Marcio França comunista ai ficou complicado."	0	NA	0	2020-02-27 16:52:51	"Márcio França"	"https://twitter.com/Marciol24623428/status/1233072516538736652"
"ELIEZERDEPAULA1"	"@jdoriajr Perdi meu voto votando no Doria, aquele Slogan BolsoDoria era só pra enganar e atrair os eleitores do Bolsonaro, do contrário, ele teria perdido para o Márcio  França."	0	NA	0	2020-02-27 16:44:50	"Márcio França"	"https://twitter.com/ELIEZERDEPAULA1/status/1233070495219712001"
"mauroneves"	"@henriolliveira @GFiuza_Oficial Não seja otimista!! Se tiver um dígito ele que agradeça a Deus. Carreira política sem futuro, se elegeu, única e exclusivamente, porque o adversário era o Márcio França e pegou carona na onda Bolsonarista. Tem Dna de traidor e aproveitador, vai colher o que planta."	1	NA	0	2020-02-27 15:40:36	"Márcio França"	"https://twitter.com/mauroneves/status/1233054332796440587"
"ReginaGadlha1"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-27 15:03:56	"Márcio França"	"https://twitter.com/ReginaGadlha1/status/1233045105067659264"
"Estagiariodafo1"	"@jdoriajr Porquê eu não votei no Márcio França? Porquê?
Nunca mais eu ou qualquer um da minha família irá votar nesse cueca de couro. Nem no @carlossampaio_ 
Bando de traidores!"	1	NA	0	2020-02-27 14:58:44	"Márcio França"	"https://twitter.com/Estagiariodafo1/status/1233043796352475136"
"aleplanetsoccer"	"@jdoriajr Lamentavél é a sua conduta. Márcio França nos alertou. Você é muito falso, se encostou na imagem de Bolsonaro e agora tenta esfaqueá-lo pelas costas, sejam homem João Doria."	0	NA	0	2020-02-27 13:39:31	"Márcio França"	"https://twitter.com/aleplanetsoccer/status/1233023859718266883"
"MarcioBell"	"@notisiago Hahahahah.. ingênuo demais. Eu votei pra não votar no socialista (mais declarado) Márcio França. Expectativa zero"	3	NA	0	2020-02-27 13:31:08	"Márcio França"	"https://twitter.com/MarcioBell/status/1233021749295566849"
"Robsouzaz"	"@jdoriajr Sem dúvidas fiz uma cagada tremenda votando em vc , mesmo sendo do psb acho que o Márcio frança seria menos ruim que vc"	0	NA	0	2020-02-27 13:18:35	"Márcio França"	"https://twitter.com/Robsouzaz/status/1233018594025517059"
"liacarvalhho"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 13:10:58	"Márcio França"	"https://twitter.com/liacarvalhho/status/1233016676217769984"
"humbertim182"	"@jdoriajr Quase nao ganha do Marcio França em SP.... quero ver quando sair pra presidente. Vai conseguir ser pior que o Alckmin"	0	NA	0	2020-02-27 13:09:40	"Márcio França"	"https://twitter.com/humbertim182/status/1233016347988283392"
"fabiopereiranew"	"@niveakalmar Eu tive que votar no Doria pra não ter desprazer maior de verbo Márcio França ser governador."	0	NA	0	2020-02-27 13:04:14	"Márcio França"	"https://twitter.com/fabiopereiranew/status/1233014981203046401"
"JanielMarcio"	"@matheustetih @jdoriajr Honestamente eu avisei, Márcio França é menos pior que Doria, hj vejo que ele era melhor e não menos pior."	1	NA	0	2020-02-27 12:58:24	"Márcio França"	"https://twitter.com/JanielMarcio/status/1233013514257813505"
"MarizMarcella"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 12:48:22	"Márcio França"	"https://twitter.com/MarizMarcella/status/1233010987462283264"
"salseira"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 12:47:14	"Márcio França"	"https://twitter.com/salseira/status/1233010703407157248"
"vossemsouza"	"@jdoriajr Paulistanos que votaram no Dória. Não lamentem. Para confortar a vossas almas eu vos lembro que o adversário dele era o Marcio França. Ia ser pior."	0	NA	0	2020-02-27 12:34:13	"Márcio França"	"https://twitter.com/vossemsouza/status/1233007429274755072"
"eacompras1"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 12:26:55	"Márcio França"	"https://twitter.com/eacompras1/status/1233005591943110661"
"seufoco"	"@PaulaBulafia @mclaucarvalho @jdoriajr Márcio França foi sincero e não demos ouvidos a ele..."	0	NA	0	2020-02-27 12:24:03	"Márcio França"	"https://twitter.com/seufoco/status/1233004870510182400"
"GilbertoJunlor"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 12:19:02	"Márcio França"	"https://twitter.com/GilbertoJunlor/status/1233003607693373441"
"SilmaraFrazzato"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 12:15:48	"Márcio França"	"https://twitter.com/SilmaraFrazzato/status/1233002792119304193"
"Edmarfac"	"@jdoriajr Pensar que este ser repugnante se intitulou Bolsodória, Márcio França tinha razão, militonta jornalista paga pelo governo de SP, @veramagalhaes  tenta desestabilizar o governo do atual Presidente do Brasil a custo de quê? 
Jeremias 1:19 Pelejarão contra tí más não prevalecerão!"	0	NA	0	2020-02-27 11:52:04	"Márcio França"	"https://twitter.com/Edmarfac/status/1232996818650370048"
"degani_m"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 11:38:29	"Márcio França"	"https://twitter.com/degani_m/status/1232993401018232833"
"gustavluc"	"Márcio França para João Dória: \"Coitado desse Bolsonaro... ter que arrastar você!\"

Recordar é viver. 🤭 https://t.co/F7d8F6JJMU"	0	148631	1817	2020-02-27 11:38:18	"Márcio França"	"https://twitter.com/gustavluc/status/1232993354809372672"
"AlexSandroPx"	"@mjmacul_lima @jdoriajr Só ganhou porque se encostou no JB. Sem isso perderia pro Márcio França."	34	NA	3	2020-02-27 11:33:08	"Márcio França"	"https://twitter.com/AlexSandroPx/status/1232992054856290305"
"Mario__FLA"	"@jdoriajr Minha família votou em você margarina, porque só sobrou você e um parceiro do PT (Márcio França).
Você, e quem se associar a você,  NUNCA mais terão o nosso voto."	0	NA	0	2020-02-27 11:21:01	"Márcio França"	"https://twitter.com/Mario__FLA/status/1232989007820312578"
"gnaudt"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 11:06:41	"Márcio França"	"https://twitter.com/gnaudt/status/1232985399330471936"
"printabr"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 11:01:13	"Márcio França"	"https://twitter.com/printabr/status/1232984021551976448"
"LuizTaurus117"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 10:43:54	"Márcio França"	"https://twitter.com/LuizTaurus117/status/1232979667252105218"
"LuluzinhaReaca"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 10:38:46	"Márcio França"	"https://twitter.com/LuluzinhaReaca/status/1232978373783281664"
"AdvRute"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 10:27:21	"Márcio França"	"https://twitter.com/AdvRute/status/1232975501733629952"
"MARCUSPITTER"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 10:20:30	"Márcio França"	"https://twitter.com/MARCUSPITTER/status/1232973775202856961"
"Nem_liga"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 09:59:33	"Márcio França"	"https://twitter.com/Nem_liga/status/1232968505529708544"
"AnaPere43116126"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 09:36:48	"Márcio França"	"https://twitter.com/AnaPere43116126/status/1232962779046383617"
"douglasrenato01"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 09:03:13	"Márcio França"	"https://twitter.com/douglasrenato01/status/1232954327616098304"
"Celito_Floripa"	"@jdoriajr Nunca se esqueça: Sem o slogan 'BolsoDória', você jamais teria vencido o Márcio França.

Nunca será presidente; é um político que não cumpre o que fala, acordos que faz e as pessoas que o ajudam.

Com o Aliança pelo Brasil, teremos a oportunidade de eleger quem honra a palavra."	0	6502	20	2020-02-27 06:57:33	"Márcio França"	"https://twitter.com/Celito_Floripa/status/1232922701788057600"
"Marcoan28028309"	"@khr_sts @RenatoNanati @jdoriajr O Dória é tão ruim, mas tão ruim, q fico pensando q nem o Márcio França conseguiria ser pior. Pelo menos ele é um Socialista ASSUMIDO, ñ um fabiano q se diz \"liberal\"."	0	5734	2	2020-02-27 06:01:00	"Márcio França"	"https://twitter.com/Marcoan28028309/status/1232908469478608896"
